id;name;address;city;postal_code;country;distance_in_m;owner;roaming;latitude;longitude;operator_name;operator_hotline;open_24_7
542975;Lichtmast_43750;Erzbergerstr. 8 /zw.8-10;Dortmund;44135;DE;0;;False;51.512113;7.470997;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542982;Lichtmast_43958;Klosterstr 15;Dortmund;44135;DE;0;;False;51.515769;7.47103;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542983;Lichtmast_46431;Kleine Gildenstr 11;Dortmund;44263;DE;0;;False;51.48426;7.4958;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542984;Lichtmast_46440;Ermlinghofer Str 18;Dortmund;44263;DE;0;;False;51.483864;7.494942;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542986;Lichtmast_74692_;AM SCHALLACKER 15;Dortmund;44263;DE;0;;False;51.48911;7.496761;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542987;Lichtmast_40375;Dudenstr. 18/1.nw;Dortmund;44137;DE;0;;False;51.508179;7.459259;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542988;Lichtmast_40371;Dudenstr. 6;Dortmund;44137;DE;0;;False;51.507922;7.460004;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542989;Lichtmast_40370;Dudenstr. 12;Dortmund;44137;DE;0;;False;51.508297;7.459285;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542990;Lichtmast_36950;Gustavstr. 8;Dortmund;44137;DE;0;;False;51.511873;7.453632;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542992;Lichtmast_46558;Am Schallacker 21;Dortmund;44263;DE;0;;False;51.48903;7.496191;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542995;Lichtmast_46611;Dessauerstr 20;Dortmund;44263;DE;0;;False;51.493286;7.493165;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542997;Lichtmast_46618;Auf Der Kluse 14/gü;Dortmund;44263;DE;0;;False;51.492895;7.494898;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542998;Lichtmast_46622;Eckardtstr. 6;Dortmund;44263;DE;0;;False;51.487062;7.503162;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
542999;Lichtmast_46719;Hilgenstockstr 13;Dortmund;44263;DE;0;;False;51.495279;7.495488;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
543033;Lichtmast_48451;Chattenstr 15;Dortmund;44263;DE;0;;False;51.485685;7.497188;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
543042;Lichtmast_68132;Am Schallacker 9;Dortmund;44263;DE;0;;False;51.489203;7.497359;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
543045;Lichtmast_74692;Am Schallacker 15;Dortmund;44263;DE;0;;False;51.48911;7.496761;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
543046;Lichtmast_74713;Seydlitzstr 29;Dortmund;44263;DE;0;;False;51.492734;7.494932;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
543047;Lichtmast_35669;Singerhoffstr 56;Dortmund;44225;DE;0;;False;51.470945;7.439862;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
685220;Lichtmast_19156;ESCHENSTR 7;Dortmund;44225;DE;0;;False;51.474949;7.434396;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
685221;Lichtmast_19253;HOMBRUCHER STR 42;Dortmund;44225;DE;0;;False;51.477601;7.436545;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
685222;Lichtmast_35793;KUNTZESTR 8;Dortmund;44225;DE;0;;False;51.473933;7.446833;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
685223;Lichtmast_35754;KUNTZESTR 50;Dortmund;44225;DE;0;;False;51.47419;7.443205;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
685224;Lichtmast_19154;LEOSTR 32;Dortmund;44225;DE;0;;False;51.474553;7.433559;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
685225;Lichtmast_19161;LEOSTR 40;Dortmund;44225;DE;0;;False;51.474475;7.432372;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
687247;Lichtmast_46454;Am Richterbusch 6/gü;Dortmund;44263;DE;0;;False;51.502831;7.410665;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
687249;Lichtmast_26383;Stiftskamp 18;Dortmund;44263;DE;0;;False;51.486814;7.504407;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
687250;Lichtmast_26382;Stiftskamp 22;Dortmund;44263;DE;0;;False;51.486427;7.504057;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
687251;Lichtmast_46469;Chattenstr. 9;Dortmund;44263;DE;0;;False;51.48561;7.4968;Dortmunder Energie- und Wasserversorgung GmbH;+4923170097799;True
687253;Lichtmast_46510;Nervierstr 14;Dortmund;44265;DE;0;;False;51.48667;7.494596;Dortmunder Energie- und Wasserversorgung GmbH;+4923170097799;True
700820;Lichtmast_47332;AM OSTPARK 3 /ö;Dortmund;44135;DE;0;;False;51.511708;7.493495;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700822;Lichtmast_43880;ARNDTSTR 60a;Dortmund;44135;DE;0;;False;51.512721;7.480761;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700823;Lichtmast_47324;CALVINSTR 36;Dortmund;44135;DE;0;;False;51.512335;7.490975;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700824;Lichtmast_47416;DAVIDISSTR 33;Dortmund;44135;DE;0;;False;51.512937;7.495533;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700825;Lichtmast_47417;DAVIDISSTR 39;Dortmund;44135;DE;0;;False;51.512934;7.496149;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700826;Lichtmast_47413;DAVIDISSTR 47;Dortmund;44135;DE;0;;False;51.512932;7.497242;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700827;Lichtmast_48612;DAVIDISSTR 49 /Reichs;Dortmund;44135;DE;0;;False;51.512986;7.497788;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700828;Lichtmast_47242;DUESSELDORFER STR 42;Dortmund;44135;DE;0;;False;51.510423;7.487822;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700829;Lichtmast_47216;DUESSELDORFER STR 66;Dortmund;44135;DE;0;;False;51.509236;7.488282;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700830;Lichtmast_47463;GUENTHERSTR 128;Dortmund;44135;DE;0;;False;51.51657;7.489759;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700831;Lichtmast_47466;GUENTHERSTR 118 /Kloen;Dortmund;44135;DE;0;;False;51.516451;7.488638;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700832;Lichtmast_47464;GUENTHERSTR 3. östlich;Dortmund;44135;DE;0;;False;51.516508;7.489175;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700833;Lichtmast_47448;GUENTHERSTR 3 westlich;Dortmund;44135;DE;0;;False;51.516307;7.486348;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700834;Lichtmast_47459;GUENTHERSTR 54 /ö;Dortmund;44135;DE;0;;False;51.516265;7.484081;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
700835;Lichtmast_47449;GUENTHERSTR 69 /gü;Dortmund;44135;DE;0;;False;51.516298;7.485815;Dortmunder Energie- und Wasserversorgung;+4923170097799;True
