id;status;parkingsensor_status;timestamp
DE*REK*E00055*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00001*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00001*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00032*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00032*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00061*001;RESERVED;-;2022-01-11 21:58:22+01:00
DE*REK*E00061*002;RESERVED;-;2022-01-11 21:58:22+01:00
DE*REK*E00048*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00048*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00109*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00109*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00110*001;INOPERATIVE;-;2022-01-11 21:58:22+01:00
DE*REK*E00110*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00111*001;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E00111*002;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E00160*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00160*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00161*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00161*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00134*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00135*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00136*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00137*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00138*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00139*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00140*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00141*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00142*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00143*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00149*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00149*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00153*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00153*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00155*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00156*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E00157*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00166*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00166*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10002*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10002*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10001*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10001*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10003*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10003*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10031*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10031*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10031*003;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10032*001;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E10032*002;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E10032*003;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E10017*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10018*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10019*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10020*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10021*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10022*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10023*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10024*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10025*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10026*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10047*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10047*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10048*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10048*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10053*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10053*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10065*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10066*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10067*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10068*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10069*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10070*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10092*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10092*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10076*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10076*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10077*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10077*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100101*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100101*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10082*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10082*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10081*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10081*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10083*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10083*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10084*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10084*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10099*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10099*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100112*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100112*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100105*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100105*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00042*001;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E00042*002;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E00040*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00040*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00039*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00039*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00038*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00038*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00037*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00037*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00043*001;OUTOFORDER;-;2022-01-11 21:58:22+01:00
DE*REK*E00043*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00041*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E00041*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10094*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10094*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10096*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10096*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10095*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10095*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100123*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100123*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100100*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100100*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10098*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E10098*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10097*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10097*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100104*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100104*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100106*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100106*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100129*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100129*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100127*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100127*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100114*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100114*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100130*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100130*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100128*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100128*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100151*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100151*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100149*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100149*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100153*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100153*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100223*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100223*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100152*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100152*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100134*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100134*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100196*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100196*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100180*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100180*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100335*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100335*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100177*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100177*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100334*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100334*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100163*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100163*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100181*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100181*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100126*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100126*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100124*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100124*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100125*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100125*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100131*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100131*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100175*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100175*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100185*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100185*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100179*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100179*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100178*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100178*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100162*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100162*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100176*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100176*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100119*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100119*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100107*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100107*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100111*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100111*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100113*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100113*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100118*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100118*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100333*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100333*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100336*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100336*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100122*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100122*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10035*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10035*003;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10036*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10036*003;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10035*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E10036*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100121*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100121*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100182*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100182*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100184*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100184*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100120*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100120*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100183*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100183*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100198*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100198*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100148*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100148*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100132*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100132*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100145*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100145*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100168*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100168*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100167*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100167*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100102*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100102*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100201*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100201*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100193*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100193*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100154*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100154*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100156*001;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100156*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100155*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100155*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100187*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100187*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100160*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100160*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100158*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100158*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100159*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100159*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100164*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100164*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100157*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100157*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100146*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100146*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100103*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100103*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100203*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100203*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100174*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100174*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100165*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100165*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100166*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100166*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100170*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100170*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100188*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100188*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100189*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100189*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100190*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100190*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100191*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100191*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100194*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100194*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100195*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100195*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100133*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100133*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100169*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100169*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100171*001;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E100171*002;UNKNOWN;-;2022-01-11 21:58:22+01:00
DE*REK*E100140*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100140*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100139*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100139*002;CHARGING;-;2022-01-11 21:58:22+01:00
DE*REK*E100138*001;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100138*002;AVAILABLE;-;2022-01-11 21:58:22+01:00
DE*REK*E100144*001;CHARGING;-;2022-01-11 21:58:22+01:00
