id_cp;id;standard;tariff_id;max_power;voltage;ampere;format;power_type
DE*OPE*E00307*00L;81797832;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00307*00L;81797834;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*OPE*E00307*00R;81797836;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00307*00R;81797838;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*OPE*E00308*00L;81797840;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00308*00L;81797842;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*OPE*E00308*00R;81797844;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00308*00R;81797846;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*OPE*E00309*00L;81797848;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00309*00L;81797850;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*OPE*E00309*00R;81797852;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00309*00R;81797854;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*OPE*E00164*00M;119918062;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00165*00M;119918064;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00166*00M;119918066;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00167*00M;119918068;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00337*00L;207469073;IEC_62196_T2_COMBO;;150;400;500;CABLE;DC
DE*OPE*E00337*00R;207469074;CHADEMO;;50;400;125;CABLE;DC
DE*OPE*E00179*00M;207469075;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00347*00R;137705494;CHADEMO;;50;400;125;CABLE;DC
DE*OPE*E00347*00L;137705496;IEC_62196_T2_COMBO;;150;400;500;CABLE;DC
DE*OPE*E00171*00M;137705498;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00349*00L;199502585;IEC_62196_T2_COMBO;;150;400;500;CABLE;DC
DE*OPE*E00349*00R;199502586;CHADEMO;;50;400;125;CABLE;DC
DE*OPE*E00178*00M;199502587;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00338*00L;207469055;IEC_62196_T2_COMBO;;150;400;500;CABLE;DC
DE*OPE*E00338*00R;207469056;CHADEMO;;50;400;125;CABLE;DC
DE*OPE*E00339*00L;207469059;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00313*00L;127918460;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00313*00R;127918462;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00314*00L;127918468;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00314*00R;127918470;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00315*00L;127918482;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00315*00R;127918484;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00316*00L;127918486;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00316*00R;127918488;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00317*00L;127918494;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00317*00R;127918496;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00318*00L;127927972;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00318*00R;127927974;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00319*00L;128012330;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00319*00R;128012332;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00320*00L;128012338;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00320*00R;128012340;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00321*00L;128012346;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00321*00R;128012348;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00322*00L;128012360;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00322*00R;128012364;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00238*00M;170609370;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00239*00M;170609374;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00240*00M;170609376;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00324*00L;203592034;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00324*00R;203592035;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00325*00L;203592038;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00325*00R;203592039;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00326*00L;203592040;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00326*00R;203592041;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00327*00L;203592042;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00327*00R;203592043;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00328*00L;203592044;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00328*00R;203592045;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00329*00L;203592046;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00329*00R;203592047;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00330*00L;203592048;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00330*00R;203592049;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00331*00L;203592050;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00331*00R;203592051;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00332*00L;203592052;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00332*00R;203592053;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00333*00L;203592054;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00333*00R;203592055;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00334*00L;203592056;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00334*00R;203592057;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00335*00L;203592058;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00335*00R;203592059;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00336*00L;203592060;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00336*00R;203592061;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00356*00L;208252257;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00356*00R;208252258;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00357*00L;208252259;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00357*00R;208252260;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00358*00L;208252261;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00358*00R;208252262;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00359*00L;208252263;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00359*00R;208252264;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00360*00L;208252265;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00360*00R;208252266;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00367*00L;208252267;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00367*00R;208252268;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00368*00L;208252269;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00368*00R;208252270;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00369*00L;208252271;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00369*00R;208252272;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00370*00L;208252273;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00370*00R;208252274;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00371*00L;208252275;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00371*00R;208252276;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00373*00L;209066579;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00373*00R;209066580;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00361*00L;217224446;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00361*00R;217224826;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00376*00L;231117340;IEC_62196_T2_COMBO;;150;400;500;CABLE;DC
DE*OPE*E00376*00R;231117341;CHADEMO;;50;400;125;CABLE;DC
DE*OPE*E00184*00M;231117342;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00377*00L;231117345;IEC_62196_T2_COMBO;;150;400;500;CABLE;DC
DE*OPE*E00377*00R;231117346;CHADEMO;;50;400;125;CABLE;DC
DE*OPE*E00185*00M;231117347;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00378*00L;234601518;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00378*00R;234601519;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00379*00L;234601520;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*OPE*E00379*00R;234601521;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*01*01;24661580;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*01*02;24661582;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*DC*01;39676654;CHADEMO;;75;400;200;CABLE;DC
DE*MS1*E*MS*018*DC*02;27447738;IEC_62196_T2_COMBO;;150;400;400;CABLE;DC
DE*MS1*E*MS*018*02*01;27447872;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*02*02;27447874;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*03*01;27447876;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*03*02;27447878;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*04*01;27447880;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*04*02;27447882;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*05*01;27447884;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*05*02;27447886;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*06*01;149044748;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*06*02;149044750;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*07*01;149044756;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*018*07*02;149044760;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*003*01*01;26599174;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*003*01*01;26599172;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*003*01*02;26599178;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*003*01*02;26599176;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*008*01*01;27447866;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*008*01*02;27447870;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*009*01*01;27447890;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*009*01*02;35189974;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*007*01*01;27447900;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*007*01*01;27447898;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*007*01*02;27447904;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*007*01*02;27447902;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*006*01*01;27447920;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*006*01*01;27447918;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*006*01*02;27447924;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*006*01*02;27447922;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*004*01*01;27447928;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*004*01*01;27447926;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*004*01*02;27447930;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*002*01*01;28585192;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*002*01*01;28585190;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*002*01*02;28585196;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*MS1*E*MS*002*01*02;28585194;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*011*01*01;28585216;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*011*01*02;28585218;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*020*01*01;31236380;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*020*01*02;31236382;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*015*01*01;64444742;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*015*01*01;64444746;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*015*01*02;64444744;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*015*01*02;64444748;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*MS1*E*MS*030*01*01;127924458;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*029*01*01;127924466;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS031*01*01;139858232;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*032*01*02;200249112;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*034*01*01;202292891;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*034*01*02;202293202;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*035*01*01;202297896;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*035*01*02;202903552;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*038*01*01;235365242;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*038*01*02;235365243;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*038*02*01;235365244;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*038*02*02;235365245;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*040*01*01;237058757;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*040*02*01;237058758;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*040*03*01;237058762;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*040*04*01;237058763;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*042*01*01;238172457;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*042*01*02;238172458;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*042*02*01;238172459;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*MS1*E*MS*042*02*02;238172460;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30006*001;1298633;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30006*001;1298632;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30006*002;1298635;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30006*002;1298634;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30004*001;1298629;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30004*001;1298628;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30004*002;1298631;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30004*002;1298630;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30005*001;1298625;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30005*001;1298624;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30005*002;1298627;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30005*002;1298626;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30044*001;30695614;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30003*001;1022216;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30003*001;1022217;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30003*002;1022218;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30003*002;1022219;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30002*001;1022212;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*KIE*E30002*001;1022213;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30002*002;1022214;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*KIE*E30002*002;1022215;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30015*001;1483857;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30015*002;1483858;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30015*003;1483859;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30015*004;1483860;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30007*001;864327;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*KIE*E30007*001;864328;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30007*002;864329;IEC_62196_T2;;11;400;16;SOCKET;AC_3_PHASE
DE*KIE*E30007*002;864330;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30008*001;864331;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30008*001;864332;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30008*002;864333;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30008*002;864334;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30009*001;864335;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*KIE*E30009*001;864336;DOMESTIC_F;;3;230;13;SOCKET;AC_1_PHASE
DE*KIE*E30009*002;864337;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
