id_cp;id;standard;tariff_id;max_power;voltage;ampere;format;power_type
DE*1HD*ESWH57*001;38625194;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH57*002;38625196;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH24*001;67367904;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH24*002;67367906;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH25*001;140823352;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH25*002;140823354;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH35*001;170609214;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH35*002;170609216;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH35*003;170609218;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH35*004;170609220;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH36*001;170609206;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH36*003;170609210;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH36*004;170609212;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH26*001;170609222;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH26*002;170609224;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH37*001;170609226;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH37*002;170609228;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH37*003;170609230;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH37*004;170609232;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH27*001;188590710;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH27*002;188590711;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH28*001;188590726;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH28*002;188590725;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH29*001;188590727;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH29*002;188590728;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH30*001;188590729;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH30*002;188590730;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH32*001;188590735;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH32*002;188590736;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH31*001;188590737;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH31*002;188590738;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH33*001;199812145;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH33*002;199812146;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH46*001;204725289;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH46*002;204725290;IEC_62196_T2_COMBO;;50;400;125;CABLE;DC
DE*1HD*ESWH46*003;204725291;CHADEMO;;50;400;125;CABLE;DC
DE*1HD*ESWH38*001;211741610;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH38*002;211741607;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH38*003;211741613;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH38*004;211741614;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH54*001;211741615;IEC_62196_T1;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH54*002;211741616;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH55*001;216905810;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH55*002;216906016;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH59*001;217272210;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH59*002;217272211;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH39*001;222504711;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH39*002;222504715;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH39*003;222504717;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH39*004;222504719;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH41*001;224794256;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH41*002;224794257;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH41*003;230497939;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH41*004;230497940;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH42*001;227884753;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH42*002;227884754;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH42*003;228724933;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH42*004;228724932;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH58*001;230497943;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH58*002;230497944;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH43*001;230497946;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH43*002;230497947;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH43*003;230497948;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH43*004;230497949;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH44*001;231357393;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH44*002;231357394;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH44*003;231357395;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH44*004;231357396;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH60*001;237485736;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*1HD*ESWH60*002;237485737;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00001*001;1943270;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00001*002;1943271;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00003*002;2183251;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00003*001;2183252;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00004*001;3191874;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00004*002;3191876;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00005*002;3191888;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00005*001;3191890;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00006*002;3191892;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00006*001;3191894;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00007*002;4212882;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00007*001;4212886;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00008*002;4253750;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00008*001;4253752;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00009*001;4260586;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00009*002;4260588;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00010*001;4260590;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00010*002;4260592;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00011*001;4260602;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00011*002;4260604;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00012*002;4273884;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00012*001;4273886;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00013*001;4296182;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00013*002;4296184;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00014*001;4631254;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00014*002;4631282;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00015*002;4631284;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00015*001;4631286;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00016*001;6121060;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00016*002;6121062;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00017*001;6121064;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00017*002;6121066;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00018*001;7531458;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00018*002;7531460;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00019*001;23062000;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00019*002;23061998;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00020*001;23062002;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00020*002;23062004;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00026*001;23150760;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00026*002;23150762;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00027*001;23150764;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00027*002;23150766;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00049*001;27169980;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00049*002;27169982;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00050*001;27169984;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00050*002;27169986;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00051*001;27447812;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00051*002;27447814;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00064*001;73619988;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00064*002;73619990;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00065*001;80903762;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00065*002;80903764;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00066*001;80903768;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00066*002;80903770;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00067*001;128012356;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00067*002;128012358;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00068*001;128012334;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00068*002;128012336;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00069*001;128012342;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00069*002;128012344;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00071*001;181118820;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00071*002;181118822;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00070*001;181118824;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00070*002;181118826;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00073*001;207469092;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00073*002;207469093;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00074*001;216477877;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00074*002;216477878;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00075*001;216477879;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00075*002;216477880;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00076*001;216477881;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00076*002;216477882;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00077*001;216477883;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00077*002;216477884;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00078*001;216477885;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00078*002;216477886;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00079*001;216477887;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00079*002;216477888;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00080*001;216477889;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SOL*E00080*002;216477890;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00012*001;4288768;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00006*001;4288770;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00002*001;4288772;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00007*001;4288774;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00003*001;4288726;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00008*001;4459634;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00005*001;4459636;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00004*001;4459638;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00011*001;4288746;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00009*001;4288776;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00013*001;4288778;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00010*001;5233568;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00019*001;15367172;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00018*001;15367174;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00020*001;15367180;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00021*001;15367182;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00014*001;18930772;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00015*001;18930774;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00016*001;18930776;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00017*001;18930778;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00022*001;18930780;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00023*001;18930782;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00024*001;18930784;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00025*001;18930786;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00026*001;18930788;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00027*001;18930790;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00028*001;18930792;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00029*001;18930794;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0001*001;15627226;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0002*001;4482996;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0002*002;4482998;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0003*001;4689102;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0003*002;4689104;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0004*001;4689106;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0004*002;4689108;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0005*001;4689110;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0005*002;4689112;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0006*001;4689114;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0006*002;4689116;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0007*001;4689118;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0007*002;4689120;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0008*001;4689122;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0008*002;4689124;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0009*001;4689126;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0009*002;4689128;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0010*001;4689130;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0010*002;4689132;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0011*001;4689172;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0011*002;4689174;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0012*001;4689134;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0012*002;4689136;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0013*001;4689138;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0013*002;4689140;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0014*001;4689142;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0014*002;4689144;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0015*001;4689146;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0015*002;4689148;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0016*001;4689150;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0016*002;4689152;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0017*001;4689154;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0017*002;4689156;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0018*001;4689158;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E0018*002;4689160;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00036*001;23139150;IEC_62196_T2;;11;400;32;SOCKET;AC_3_PHASE
DE*333*E00037*001;32084606;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00053*001;74768346;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00052*001;74768350;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00047*001;127148616;IEC_62196_T2_COMBO;;300;1000;500;CABLE;DC
DE*333*E00048*001;127148638;IEC_62196_T2_COMBO;;300;1000;500;CABLE;DC
DE*333*E00049*001;127148642;IEC_62196_T2_COMBO;;300;1000;500;CABLE;DC
DE*333*E00050*001;127148644;IEC_62196_T2_COMBO;;300;1000;500;CABLE;DC
DE*333*E00054*001;145362116;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00059*001;208258850;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*333*E00059*002;208258851;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10001*001;4185408;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10001*002;4185410;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10002*001;6083774;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10002*002;6083776;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10003*001;6121110;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10003*002;6121112;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20001*001;3938890;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20001*002;3938892;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20002*001;5215054;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20002*002;5215056;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E30003*001;6121102;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E30003*002;6121104;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E30004*001;6121106;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E30004*002;6121108;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10008*001;23061994;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10008*002;23061996;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10009*001;23062010;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10009*002;23062012;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10010*001;23062014;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10010*002;23062016;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10011*001;23062018;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10011*002;23062020;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10007*001;23061986;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10007*002;23061988;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10006*001;23061990;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10006*002;23061992;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10005*001;23061982;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10005*002;23061984;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20010*001;42637286;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20010*002;42637288;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10013*001;23062026;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10013*002;23062028;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10014*001;23062030;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10014*002;23062032;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10015*001;23062034;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10015*002;23062036;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10016*001;23062038;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10016*002;23062040;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10004*001;8455514;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10004*002;8455516;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10012*001;23062022;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E10012*002;23062024;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20009*001;42637282;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20009*002;42637284;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20008*001;42637278;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20008*002;42637280;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20007*001;42637274;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20007*002;42637276;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20006*001;42637270;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20006*002;42637272;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20012*001;64915086;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20012*002;64915088;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20011*001;64915082;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20011*002;64915084;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
DE*SPF*E20016*001;64915098;IEC_62196_T2;;22;400;32;SOCKET;AC_3_PHASE
