id_cs;uid;chargePointParkingSpaceNumbers;roaming;chargePointPosition;vehicle_type;chargePointPublicComment;parkingsensor_status;id;physical_reference;floor_level;chargingStationPosition
542987;1725348;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00220*001;;;
542988;1725349;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00221*001;;;
542989;1725350;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00222*001;;;
542990;1725351;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00223*001;;;
542992;1796385;;False;;four_wheeled;;-;DE*DEW*E00251*001;;;
542995;1796378;;False;;four_wheeled;;-;DE*DEW*E00217*001;;;
542997;1796376;;False;;four_wheeled;;-;DE*DEW*E00215*001;;;
542998;1802454;;False;;four_wheeled;;-;DE*DEW*E00232*001;;;
542999;1796360;;False;;four_wheeled;;-;DE*DEW*E00198*001;;;
543033;1796373;;False;;four_wheeled;;-;DE*DEW*E00212*001;;;
543042;1796371;;False;;four_wheeled;;-;DE*DEW*E00211*001;;;
543045;1796369;;False;;four_wheeled;;-;DE*DEW*E00209*001;;;
543046;1796354;;False;;four_wheeled;;-;DE*DEW*E00189*001;;;
543047;1784243;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00233*001;;;
685220;1784247;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00240*001;;;
685221;1784248;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00241*001;;;
685222;1784236;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00224*001;;;
685223;1784233;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00182*001;;;
685224;1784240;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00228*001;;;
685225;1784241;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00229*001;;;
687247;1796370;;False;;four_wheeled;;-;DE*DEW*E00210*001;;;
687249;1796351;;False;;four_wheeled;;-;DE*DEW*E00187*001;;;
687250;1796353;;False;;four_wheeled;;-;DE*DEW*E00188*001;;;
687251;1796374;;False;;four_wheeled;;-;DE*DEW*E00213*001;;;
687253;1796362;;False;;four_wheeled;;-;DE*DEW*E00201*001;;;
700820;1857748;;False;;four_wheeled;;-;DE*DEW*E00270*001;;;
700822;1857747;;False;;four_wheeled;;-;DE*DEW*E00268*001;;;
700823;1857746;;False;;four_wheeled;;-;DE*DEW*E00266*001;;;
700824;1857745;;False;;four_wheeled;;-;DE*DEW*E00267*001;;;
700825;1857744;;False;;four_wheeled;;-;DE*DEW*E00264*001;;;
700826;1857743;;False;;four_wheeled;;-;DE*DEW*E00265*001;;;
700827;1857742;;False;;four_wheeled;;-;DE*DEW*E00263*001;;;
700828;1857741;;False;;four_wheeled;;-;DE*DEW*E00331*001;;;
700829;1855586;;False;;four_wheeled;;-;DE*DEW*E00330*001;;;
700830;1896390;;False;;four_wheeled;;-;DE*DEW*E00328*001;;;
700831;1855585;;False;;four_wheeled;;-;DE*DEW*E00327*001;;;
700832;1869921;;False;;four_wheeled;;-;DE*DEW*E00329*001;;;
700833;1855584;;False;;four_wheeled;;-;DE*DEW*E00326*001;;;
700834;1855583;;False;;four_wheeled;;-;DE*DEW*E00275*001;;;
700835;1855582;;False;;four_wheeled;;-;DE*DEW*E00325*001;;;
700836;1855581;;False;;four_wheeled;;-;DE*DEW*E00261*001;;;
700838;1855577;;False;;four_wheeled;;-;DE*DEW*E00260*001;;;
700839;1855576;;False;;four_wheeled;;-;DE*DEW*E00258*001;;;
700840;1855575;;False;;four_wheeled;;-;DE*DEW*E00259*001;;;
700841;1855572;;False;;four_wheeled;;-;DE*DEW*E00257*001;;;
700842;1855571;;False;;four_wheeled;;-;DE*DEW*E00271*001;;;
700843;1855570;;False;;four_wheeled;;-;DE*DEW*E00272*001;;;
700844;1855569;;False;;four_wheeled;;-;DE*DEW*E00273*001;;;
700846;1855567;;False;;four_wheeled;;-;DE*DEW*E00322*001;;;
700847;1855566;;False;;four_wheeled;;-;DE*DEW*E00276*001;;;
700848;1869919;;False;;four_wheeled;;-;DE*DEW*E00324*001;;;
700849;1855562;;False;;four_wheeled;;-;DE*DEW*E00323*001;;;
700850;1869918;;False;;four_wheeled;;-;DE*DEW*E00177*001;;;
700851;1855565;;False;;four_wheeled;;-;DE*DEW*E00205*001;;;
700852;1855564;;False;;four_wheeled;;-;DE*DEW*E00206*001;;;
707711;1883621;;False;;four_wheeled;;-;DE*DEW*E00253*001;;;
718054;1939245;;False;;four_wheeled;;-;DE*DEW*E00354*001;;;
718056;1939257;;False;;four_wheeled;;-;DE*DEW*E00355*001;;;
718057;1939261;;False;;four_wheeled;;-;DE*DEW*E00353*001;;;
720782;1951831;;False;;four_wheeled;;-;DE*DEW*E00352*001;;;
720784;1951834;;False;;four_wheeled;;-;DE*DEW*E00348*001;;;
720790;1951837;;False;;four_wheeled;;-;DE*DEW*E00345*001;;;
720791;1951840;;False;;four_wheeled;;-;DE*DEW*E00347*001;;;
720792;1951841;;False;;four_wheeled;;-;DE*DEW*E00333*001;;;
720793;1951844;;False;;four_wheeled;;-;DE*DEW*E00346*001;;;
720794;1951845;;False;;four_wheeled;;-;DE*DEW*E00349*001;;;
720795;1951846;;False;;four_wheeled;;-;DE*DEW*E00342*001;;;
720796;1951848;;False;;four_wheeled;;-;DE*DEW*E00338*001;;;
720799;1951849;;False;;four_wheeled;;-;DE*DEW*E00359*001;;;
720800;1951852;;False;;four_wheeled;;-;DE*DEW*E00336*001;;;
721371;1954900;;False;;four_wheeled;;-;DE*DEW*E00337*001;;;
721373;1954901;;False;;four_wheeled;;-;DE*DEW*E00339*001;;;
721374;1954906;;False;;four_wheeled;;-;DE*DEW*E00340*001;;;
722597;1958513;;False;;four_wheeled;;-;DE*DEW*E00335*001;;;
722599;1958514;;False;;four_wheeled;;-;DE*DEW*E00351*001;;;
722600;1958515;;False;;four_wheeled;;-;DE*DEW*E00344*001;;;
722601;1958516;;False;;four_wheeled;;-;DE*DEW*E00343*001;;;
722603;1958528;;False;;four_wheeled;;-;DE*DEW*E00334*001;;;
729637;1992619;;False;;four_wheeled;;-;DE*DEW*E00380*001;;;
729638;1992620;;False;;four_wheeled;;-;DE*DEW*E00375*001;;;
729639;1992622;;False;;four_wheeled;;-;DE*DEW*E00374*001;;;
729640;1992623;;False;;four_wheeled;;-;DE*DEW*E00382*001;;;
729641;1992624;;False;;four_wheeled;;-;DE*DEW*E00367*001;;;
729643;1992626;;False;;four_wheeled;;-;DE*DEW*E00386*001;;;
729644;1992627;;False;;four_wheeled;;-;DE*DEW*E00387*001;;;
729645;1992628;;False;;four_wheeled;;-;DE*DEW*E00408*001;;;
729654;1992656;;False;;four_wheeled;;-;DE*DEW*E00413*001;;;
729655;1992657;;False;;four_wheeled;;-;DE*DEW*E00414*001;;;
729656;1992658;;False;;four_wheeled;;-;DE*DEW*E00407*001;;;
729657;1992659;;False;;four_wheeled;;-;DE*DEW*E00396*001;;;
729659;1992662;;False;;four_wheeled;;-;DE*DEW*E00395*001;;;
729660;1992663;;False;;four_wheeled;;-;DE*DEW*E00409*001;;;
729662;1992665;;False;;four_wheeled;;-;DE*DEW*E00341*001;;;
732693;2007820;;False;;four_wheeled;;-;DE*DEW*E00350*001;;;
741582;2046965;;False;;four_wheeled;;-;DE*DEW*E00332*001;;;
743512;2056667;;False;;four_wheeled;;-;DE*DEW*E00379*001;;;
747323;2065593;;False;;four_wheeled;;-;DE*DEW*E00399*001;;;
747324;2065594;;False;;four_wheeled;;-;DE*DEW*E00392*001;;;
754952;2102056;;False;;four_wheeled;;-;DE*DEW*E00405*001;;;
754953;2102055;;False;;four_wheeled;;-;DE*DEW*E00404*001;;;
772320;2181193;;False;;four_wheeled;;-;DE*DEW*E00393*001;;;
772323;2181203;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00417*001;-;;
772324;2181202;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00416*001;-;;
772325;2181201;;False;Lichtmast;four_wheeled;;-;DE*DEW*E00415*001;-;;
168;305;;False;rechts;four_wheeled;;-;DE*OPE*E00017*00R;ENW1;;
168;306;;False;;four_wheeled;;-;DE*OPE*E00017*00L;ENW2;;
13569;29830;;False;rechte Seite ;four_wheeled;;-;DE*OPE*E00032*00R;;;
13569;29831;;False;linke Seite;four_wheeled;;-;DE*OPE*E00032*00L;;;
13570;29832;;False;rechte Seite;four_wheeled;;-;DE*OPE*E00033*00R;;;
13570;29833;;False;linke Seite;four_wheeled;;-;DE*OPE*E00033*00L;;;
13890;30527;;False;linke Seite;four_wheeled;;-;DE*OPE*E00405*00L;;;
13890;30528;;False;rechte Seite;four_wheeled;;-;DE*OPE*E00405*00R;;;
14858;33106;;False;linke Seite;four_wheeled;;-;DE*OPE*E00035*00L;;;
14858;33107;;False;rechte Seite;four_wheeled;;-;DE*OPE*E00035*00R;;;
14860;33110;;False;linke Seite;four_wheeled;;-;DE*OPE*E00036*00L;;;
14860;33112;;False;rechte Seite;four_wheeled;;-;DE*OPE*E00036*00R;;;
14861;33114;;False;linke Seite;four_wheeled;;-;DE*OPE*E00037*00L;;;
14861;33115;;False;rechte Seite;four_wheeled;;-;DE*OPE*E00037*00R;;;
15147;33876;;False;;four_wheeled;;-;DE*OPE*E00081*00M;;1. Ebene;
15147;33878;;False;;four_wheeled;;-;DE*OPE*E00083*00M;;1. Ebene ;
15147;584720;;False;;four_wheeled;;-;DE*OPE*E00234*00M;;;
15147;584722;;False;;four_wheeled;;-;DE*OPE*E00235*00M;;;
15147;2157271;;False;;four_wheeled;;-;DE*OPE*E00273*00M;;;
15714;35371;;False;linke Seite;four_wheeled;;-;DE*OPE*E00018*00L;;;
15714;35372;;False;rechts;four_wheeled;;-;DE*OPE*E00018*00R;;;
15715;35373;;False;links;four_wheeled;;-;DE*OPE*E00019*00L;;;
15715;35374;;False;rechts;four_wheeled;;-;DE*OPE*E00019*00R;;;
15716;35375;;False;links;four_wheeled;;-;DE*OPE*E00020*00R;;;
15716;35376;;False;rechts;four_wheeled;;-;DE*OPE*E00020*00L;;;
15717;35377;;False;links;four_wheeled;;-;DE*OPE*E00404*00L;;;
15717;35378;;False;rechts;four_wheeled;;-;DE*OPE*E00404*00R;;;
15718;35379;;False;;four_wheeled;;-;DE*OPE*E00151*00M;;;
15718;35380;;False;;four_wheeled;;-;DE*OPE*E00152*00M;;;
15718;35381;;False;;four_wheeled;;-;DE*OPE*E00153*00M;;;
15718;35382;;False;;four_wheeled;;-;DE*OPE*E00154*00M;;;
18248;42872;;False;;four_wheeled;;-;DE*OPE*E00015*00M;;;
18584;42876;;False;rechts;four_wheeled;;-;DE*OPE*E00042*00R;;;
18584;42878;;False;links;four_wheeled;;-;DE*OPE*E00042*00L;;;
18586;42880;;False;rechts;four_wheeled;;-;DE*OPE*E00385*00R;;;
18586;42882;;False;links;four_wheeled;;-;DE*OPE*E00385*00L;;;
18588;42904;;False;rechts;four_wheeled;;-;DE*OPE*E00040*00R;;;
18588;42906;;False;links;four_wheeled;;-;DE*OPE*E00040*00L;;;
18612;42984;;False;rechts;four_wheeled;;-;DE*OPE*E00063*00R;;;
18612;42986;;False;links;four_wheeled;;-;DE*OPE*E00063*00L;;;
18614;42988;;False;rechts;four_wheeled;;-;DE*OPE*E00064*00R;;;
18614;42990;;False;links;four_wheeled;;-;DE*OPE*E00064*00L;;;
20200;44804;;False;linke Seite;four_wheeled;;-;DE*OPE*E00022*00L;;;
20200;44806;;False;rechte Seite;four_wheeled;;-;DE*OPE*E00022*00R;;;
59112;131540;;False;;four_wheeled;;-;DE*OPE*E00113*00M;;;
59112;131542;;False;;four_wheeled;;-;DE*OPE*E00114*00M;;;
59112;131544;;False;;four_wheeled;;-;DE*OPE*E00115*00M;;;
59112;131546;;False;;four_wheeled;;-;DE*OPE*E00116*00M;;;
59112;131548;;False;;four_wheeled;;-;DE*OPE*E00117*00M;;;
59112;131550;;False;;four_wheeled;;-;DE*OPE*E00118*00M;;;
59112;131552;;False;;four_wheeled;;-;DE*OPE*E00119*00M;;;
59112;131554;;False;;four_wheeled;;-;DE*OPE*E00120*00M;;;
59112;131556;;False;;four_wheeled;;-;DE*OPE*E00121*00M;;;
59112;131558;;False;;four_wheeled;;-;DE*OPE*E00122*00M;;;
59112;131560;;False;;four_wheeled;;-;DE*OPE*E00123*00M;;;
59112;131562;;False;;four_wheeled;;-;DE*OPE*E00124*00M;;;
59334;132052;;False;links;four_wheeled;;-;DE*OPE*E00050*00L;;;
59334;132054;;False;rechts;four_wheeled;;-;DE*OPE*E00050*00R;;;
76596;179038;;False;links;four_wheeled;;-;DE*OPE*E00051*00L;;;
76596;179040;;False;rechts;four_wheeled;;-;DE*OPE*E00051*00R;;;
76598;179042;;False;links;four_wheeled;;-;DE*OPE*E00052*00L;;;
76598;179044;;False;rechts;four_wheeled;;-;DE*OPE*E00052*00R;;;
79120;185248;;False;links;four_wheeled;;-;DE*OPE*E00363*00L;;;
79120;185250;;False;rechts;four_wheeled;;-;DE*OPE*E00363*00R;;;
122718;286756;;False;links;four_wheeled;;-;DE*OPE*E00062*00L;;;
122718;286758;;False;rechts;four_wheeled;;-;DE*OPE*E00062*00R;;;
132194;307044;;False;links;four_wheeled;;-;DE*OPE*E00038*00L;;;
132194;307046;;False;rechts;four_wheeled;;-;DE*OPE*E00038*00R;;;
132196;307048;;False;links;four_wheeled;;-;DE*OPE*E00039*00L;;;
132196;307050;;False;rechts;four_wheeled;;-;DE*OPE*E00039*00R;;;
140896;332754;;False;;four_wheeled;;-;DE*OPE*E00066*00L;;;
140896;332756;;False;;four_wheeled;;-;DE*OPE*E00066*00R;;;
154718;364006;;False;;four_wheeled;;-;DE*OPE*E00057*00L;;;
154718;364402;;False;Rechts;four_wheeled;;-;DE*OPE*E00057*00R;;;
154976;2102127;;False;;four_wheeled;;-;DE*OPE*E00186*00M;;;
154976;2102139;;False;;four_wheeled;;-;DE*OPE*E00187*00M;;;
159356;374570;;False;;four_wheeled;;-;DE*OPE*E00067*00L;;;
159356;374572;;False;;four_wheeled;;-;DE*OPE*E00067*00R;;;
260468;589746;;False;;four_wheeled;;-;DE*OPE*E00197*00M;;;
260468;1170837;;False;;four_wheeled;;-;DE*OPE*E00160*00M;;; Außenparkplatz auf dem Betriebsgelände von Autohaus Nolden
271084;623626;;False;;four_wheeled;;-;DE*OPE*E00080*00L;;;
271084;623628;;False;;four_wheeled;;-;DE*OPE*E00080*00R;;;
271084;623630;;False;;four_wheeled;;-;DE*OPE*E00076*00R;;;
273726;609528;;False;links;four_wheeled;;-;DE*OPE*E00058*00R;;;
273726;609530;;False;rechts;four_wheeled;;-;DE*OPE*E00058*00L;;;
273728;609532;;False;links;four_wheeled;;-;DE*OPE*E00074*00L;;;
273728;609534;;False;;four_wheeled;;-;DE*OPE*E00074*00R;;;
273730;609536;;False;links;four_wheeled;;-;DE*OPE*E00071*00R;;;
273730;609538;;False;rechts;four_wheeled;;-;DE*OPE*E00071*00L;;;
273732;609540;;False;links;four_wheeled;;-;DE*OPE*E00072*00L;;;
273732;609542;;False;rechts;four_wheeled;;-;DE*OPE*E00072*00R;;;
273734;609544;;False;links;four_wheeled;;-;DE*OPE*E00073*00R;;;
273734;609546;;False;rechts;four_wheeled;;-;DE*OPE*E00073*00L;;;
273736;609548;;False;links;four_wheeled;;-;DE*OPE*E00301*00L;;;
273736;609550;;False;rechts;four_wheeled;;-;DE*OPE*E00301*00R;;;
278342;623590;;False;links;four_wheeled;;-;DE*OPE*E00075*00L;;;
278342;623592;;False;rechts;four_wheeled;;-;DE*OPE*E00075*00R;;;
278344;623594;;False;links;four_wheeled;;-;DE*OPE*E00077*00L;;;
278344;623596;;False;rechts;four_wheeled;;-;DE*OPE*E00077*00R;;;
278346;623598;;False;links;four_wheeled;;-;DE*OPE*E00078*00L;;;
278346;623600;;False;rechts;four_wheeled;;-;DE*OPE*E00078*00R;;;
278348;623602;;False;links;four_wheeled;;-;DE*OPE*E00079*00R;;;
278348;623604;;False;rechts;four_wheeled;;-;DE*OPE*E00079*00L;;;
309160;703354;;False;;four_wheeled;;-;DE*OPE*E00162*00M;;;
309160;703356;;False;;four_wheeled;;-;DE*OPE*E00163*00M;;;
309160;703358;;False;;four_wheeled;;-;DE*OPE*E00306*00L;;;
309160;703360;;False;;four_wheeled;;-;DE*OPE*E00306*00R;;;
309160;703362;;False;;four_wheeled;;-;DE*OPE*E00307*00L;;;
309160;703364;;False;;four_wheeled;;-;DE*OPE*E00307*00R;;;
309160;703366;;False;;four_wheeled;;-;DE*OPE*E00308*00L;;;
309160;703368;;False;;four_wheeled;;-;DE*OPE*E00308*00R;;;
309160;703370;;False;;four_wheeled;;-;DE*OPE*E00309*00L;;;
309160;703372;;False;;four_wheeled;;-;DE*OPE*E00309*00R;;;
324480;846684;;False;;four_wheeled;;-;DE*OPE*E00164*00M;;;Im Parkhaus Rabinstraße
324480;846686;;False;;four_wheeled;;-;DE*OPE*E00165*00M;;;
324480;846688;;False;;four_wheeled;;-;DE*OPE*E00166*00M;;;
324480;846690;;False;;four_wheeled;;-;DE*OPE*E00167*00M;;;
379402;1293608;;False;links;four_wheeled;;-;DE*OPE*E00337*00L;;;
379402;1293609;;False;rechts;four_wheeled;;-;DE*OPE*E00337*00R;;;
379402;1293610;;False;;four_wheeled;;-;DE*OPE*E00179*00M;;;
379408;943472;;False;rechts;four_wheeled;;-;DE*OPE*E00347*00R;;;
379408;943474;;False;links;four_wheeled;;-;DE*OPE*E00347*00L;;;
379408;943476;;False;;four_wheeled;;-;DE*OPE*E00171*00M;;;
379410;1192449;;False;;four_wheeled;;-;DE*OPE*E00349*00L;;;
379410;1192450;;False;;four_wheeled;;-;DE*OPE*E00349*00R;;;
379410;1192451;;False;;four_wheeled;;-;DE*OPE*E00178*00M;;;
379412;1293589;;False;links;four_wheeled;;-;DE*OPE*E00338*00L;;;
379412;1293590;;False;rechts;four_wheeled;;-;DE*OPE*E00338*00R;;;
379412;1293594;;False;;four_wheeled;;-;DE*OPE*E00339*00L;;;
384434;879018;;False;;four_wheeled;;-;DE*OPE*E00313*00L;;;
384434;879020;;False;;four_wheeled;;-;DE*OPE*E00313*00R;;;
384450;879024;;False;;four_wheeled;;-;DE*OPE*E00314*00L;;;
384450;879026;;False;;four_wheeled;;-;DE*OPE*E00314*00R;;;
384464;879032;;False;;four_wheeled;;-;DE*OPE*E00315*00L;;;
384464;879034;;False;;four_wheeled;;-;DE*OPE*E00315*00R;;;
384476;879036;;False;;four_wheeled;;-;DE*OPE*E00316*00L;;;
384476;879038;;False;;four_wheeled;;-;DE*OPE*E00316*00R;;;
384500;879040;;False;;four_wheeled;;-;DE*OPE*E00317*00L;;;
384500;879042;;False;;four_wheeled;;-;DE*OPE*E00317*00R;;;
385846;882098;;False;;four_wheeled;;-;DE*OPE*E00318*00L;;;
385846;882100;;False;;four_wheeled;;-;DE*OPE*E00318*00R;;;
386304;883428;;False;;four_wheeled;;-;DE*OPE*E00319*00L;;;
386304;883430;;False;;four_wheeled;;-;DE*OPE*E00319*00R;;;
386308;883436;;False;;four_wheeled;;-;DE*OPE*E00320*00L;;;
386308;883438;;False;;four_wheeled;;-;DE*OPE*E00320*00R;;;
386312;883444;;False;;four_wheeled;;-;DE*OPE*E00321*00L;;;
386312;883446;;False;;four_wheeled;;-;DE*OPE*E00321*00R;;;
386316;883456;;False;;four_wheeled;;-;DE*OPE*E00322*00L;;;
386316;883458;;False;;four_wheeled;;-;DE*OPE*E00322*00R;;;
442034;1021602;;False;;four_wheeled;;-;DE*OPE*E00238*00M;;;
442034;1021606;;False;;four_wheeled;;-;DE*OPE*E00239*00M;;;
442034;1021608;;False;;four_wheeled;;-;DE*OPE*E00240*00M;;;
522597;1205869;;False;links;four_wheeled;;-;DE*OPE*E00324*00L;;;
522597;1205870;;False;rechts;four_wheeled;;-;DE*OPE*E00324*00R;;;
522598;1205873;;False;links;four_wheeled;;-;DE*OPE*E00325*00L;;;
522598;1205874;;False;rechts;four_wheeled;;-;DE*OPE*E00325*00R;;;
522600;1205875;;False;links;four_wheeled;;-;DE*OPE*E00326*00L;;;
522600;1205876;;False;rechts;four_wheeled;;-;DE*OPE*E00326*00R;;;
522601;1205877;;False;links;four_wheeled;;-;DE*OPE*E00327*00L;;;
522601;1205878;;False;rechts;four_wheeled;;-;DE*OPE*E00327*00R;;;
522602;1205879;;False;links;four_wheeled;;-;DE*OPE*E00328*00L;;;
522602;1205880;;False;rechts;four_wheeled;;-;DE*OPE*E00328*00R;;;
522603;1205882;;False;links;four_wheeled;;-;DE*OPE*E00329*00L;;;
522603;1205883;;False;rechts;four_wheeled;;-;DE*OPE*E00329*00R;;;
522604;1205884;;False;links;four_wheeled;;-;DE*OPE*E00330*00L;;;
522604;1205885;;False;rechts;four_wheeled;;-;DE*OPE*E00330*00R;;;
522605;1205886;;False;links;four_wheeled;;-;DE*OPE*E00331*00L;;;
522605;1205887;;False;rechts;four_wheeled;;-;DE*OPE*E00331*00R;;;
522606;1205888;;False;links;four_wheeled;;-;DE*OPE*E00332*00L;;;
522606;1205889;;False;rechts;four_wheeled;;-;DE*OPE*E00332*00R;;;
522607;1205890;;False;links;four_wheeled;;-;DE*OPE*E00333*00L;;;
522607;1205891;;False;rechts;four_wheeled;;-;DE*OPE*E00333*00R;;;
522608;1205892;;False;links;four_wheeled;;-;DE*OPE*E00334*00L;;;
522608;1205893;;False;rechts;four_wheeled;;-;DE*OPE*E00334*00R;;;
522609;1205894;;False;links;four_wheeled;;-;DE*OPE*E00335*00L;;;
522609;1205895;;False;rechts;four_wheeled;;-;DE*OPE*E00335*00R;;;
522610;1205896;;False;links;four_wheeled;;-;DE*OPE*E00336*00L;;;
522610;1205897;;False;rechts;four_wheeled;;-;DE*OPE*E00336*00R;;;
560240;1363977;;False;links;four_wheeled;;-;DE*OPE*E00356*00L;;;
560240;1363978;;False;rechts;four_wheeled;;-;DE*OPE*E00356*00R;;;
560241;1363979;;False;links;four_wheeled;;-;DE*OPE*E00357*00L;;;
560241;1363980;;False;rechts;four_wheeled;;-;DE*OPE*E00357*00R;;;
560242;1363981;;False;links;four_wheeled;;-;DE*OPE*E00358*00L;;;
560242;1363982;;False;rechts;four_wheeled;;-;DE*OPE*E00358*00R;;;
560243;1363983;;False;links;four_wheeled;;-;DE*OPE*E00359*00L;;;
560243;1363984;;False;rechts ;four_wheeled;;-;DE*OPE*E00359*00R;;;
560244;1363985;;False;links;four_wheeled;;-;DE*OPE*E00360*00L;;;
560244;1363986;;False;rechts;four_wheeled;;-;DE*OPE*E00360*00R;;;
560245;1363987;;False;links;four_wheeled;;-;DE*OPE*E00367*00L;;;
560245;1363988;;False;rechts;four_wheeled;;-;DE*OPE*E00367*00R;;;
560246;1363989;;False;links;four_wheeled;;-;DE*OPE*E00368*00L;;;
560246;1363990;;False;rechts ;four_wheeled;;-;DE*OPE*E00368*00R;;;
560247;1363991;;False;links;four_wheeled;;-;DE*OPE*E00369*00L;;;
560247;1363992;;False;rechts;four_wheeled;;-;DE*OPE*E00369*00R;;;
560248;1363993;;False;links;four_wheeled;;-;DE*OPE*E00370*00L;;;
560248;1363994;;False;rechts ;four_wheeled;;-;DE*OPE*E00370*00R;;;
560249;1363995;;False;links;four_wheeled;;-;DE*OPE*E00371*00L;;;
560249;1363996;;False;rechts;four_wheeled;;-;DE*OPE*E00371*00R;;;
564258;1391111;;False;links;four_wheeled;;-;DE*OPE*E00373*00L;;;
564258;1391112;;False;rechts;four_wheeled;;-;DE*OPE*E00373*00R;;;
594099;1527876;;False;;four_wheeled;;-;DE*OPE*E00361*00L;;;
594099;1527877;;False;;four_wheeled;;-;DE*OPE*E00361*00R;;;
689364;1801183;;False;links;four_wheeled;;-;DE*OPE*E00376*00L;;;
689364;1801184;;False;rechts;four_wheeled;;-;DE*OPE*E00376*00R;;;
689364;1801185;;False;;four_wheeled;;-;DE*OPE*E00184*00M;;;
689366;1801188;;False;links;four_wheeled;;-;DE*OPE*E00377*00L;;;
689366;1801189;;False;rechts;four_wheeled;;-;DE*OPE*E00377*00R;;;
689366;1801190;;False;;four_wheeled;;-;DE*OPE*E00185*00M;;;
705417;1869952;;False;;four_wheeled;;-;DE*OPE*E00378*00L;;;
705417;1869953;;False;;four_wheeled;;-;DE*OPE*E00378*00R;;;
705417;1869954;;False;;four_wheeled;;-;DE*OPE*E00379*00L;;;
705417;1869955;;False;;four_wheeled;;-;DE*OPE*E00379*00R;;;
179226;426386;028;False;links;four_wheeled;;OCCUPIED;DE*MS1*E*MS*018*01*01;;Erdgeschoss;im Parkhaus am Stadthaus 3
179226;426388;027;False;rechts;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*01*02;;Erdgeschoss;im Parkhaus am Stadthaus 3
179226;430630;;False;CHAdeMO;four_wheeled;;OCCUPIED;DE*MS1*E*MS*018*DC*01;;;
179226;430632;;False;CCS;four_wheeled;;-;DE*MS1*E*MS*018*DC*02;;;
179226;430734;;False;;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*02*01;;;
179226;430736;;False;;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*02*02;;;
179226;430738;;False;;four_wheeled;;-;DE*MS1*E*MS*018*03*01;;;
179226;430740;;False;;four_wheeled;;-;DE*MS1*E*MS*018*03*02;;;
179226;430742;;False;;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*04*01;;;
179226;430744;;False;;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*04*02;;;
179226;430746;;False;;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*05*01;;;
179226;430748;;False;;four_wheeled;;AVAILABLE;DE*MS1*E*MS*018*05*02;;;
179226;972382;;False;links;four_wheeled;;-;DE*MS1*E*MS*018*06*01;;;
179226;972384;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*018*06*02;;;
179226;972388;;False;links;four_wheeled;;-;DE*MS1*E*MS*018*07*01;;;
179226;972392;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*018*07*02;;;
180704;429624;;False;links;four_wheeled;;-;DE*MS1*E*MS*003*01*01;;4;
180704;429626;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*003*01*02;;4;
181232;430730;;False;;four_wheeled;;-;DE*MS1*E*MS*008*01*01;;;
181232;430732;;False;;four_wheeled;;-;DE*MS1*E*MS*008*01*02;;;
181234;430750;;False;links;four_wheeled;;-;DE*MS1*E*MS*009*01*01;;;
181234;430752;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*009*01*02;;;
181238;430760;;False;links;four_wheeled;;-;DE*MS1*E*MS*007*01*01;;;
181238;430762;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*007*01*02;;;
181246;430776;;False;links;four_wheeled;;-;DE*MS1*E*MS*006*01*01;;;
181246;430778;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*006*01*02;;;
181248;430780;;False;links;four_wheeled;;-;DE*MS1*E*MS*004*01*01;;;
181248;430782;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*004*01*02;;;
182656;433892;;False;links;four_wheeled;;-;DE*MS1*E*MS*002*01*01;;;vorm Haupteingang des Super Bio Markt
182656;433894;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*002*01*02;;;vorm Haupteingang des Super Bio Markt
182660;433910;;False;;four_wheeled;;-;DE*MS1*E*MS*011*01*01;;;
182660;433912;;False;;four_wheeled;;-;DE*MS1*E*MS*011*01*02;;;
184496;439000;;False;links;four_wheeled;;-;DE*MS1*E*MS*020*01*01;;;
184496;439002;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*020*01*02;;;
291768;656274;;False;links;four_wheeled;;-;DE*MS1*E*MS*015*01*01;;;
291768;656276;;False;rechts;four_wheeled;;-;DE*MS1*E*MS*015*01*02;;;
